Name
Wisteria Bracelet
Old Wisteria Bracelet
Wisteria Necklace
Old Wisteria Necklace
Waterproof Bag
Light Bag
Warrior Helm
Warrior Gauntlet
Warrior Chainmail
Warrior Leggings
Warrior Greaves
Wizard Hat
Wizard Armlet
Wizard Cloth
Wizard Breeches
Wizard Shoes
Sorcerer Hat
Sorcerer Gloves
Sorcerer Cloth
Sorcerer Leggings
Sorcerer Shoes
Machinist Beret
Machinist Glove
Machinist Doublet
Machinist Trousers
Machinist Boots
Snow Cat Hat
Snow Cat Glove
Snow Cat Cloth
Snow Cat Skirt
Snow Cat Shoe
Kitten Hat
Kitten Glove
Kitten Cloth
Kitten Breech Cloth
Kitten Shoe
Wild Cat Hat
Wild Cat Glove
Wild Cat Cloth
Wild Cat Skirt
Wild Cat Shoes
Green Cat Hat
Green Cat Gloves
Green Cat Cloth
Green Cat Trousers
Green Cat Shoes
Cheer Beret
Cheer Gloves
Cheer Shirt
Cheer Culotte
Cheer Boots
Yellis Beret
Yellis Gloves
Yellis Shirt
Yellis Culotte
Yellis Boots
Artisan Mask
Artisan Gloves
Artisan Shirt
Artisan Culotte
Artisan Boots
Crafter's Head Gear
Crafter's Gloves
Crafter's Chestpiece
Crafter's Culotte
Crafter's Boots
Flame Cowl
Flame Arm Cover
Flame Kimono
Flame Hakama
Flame Sandals
Ice Cowl
Ice Arm Cover
Ice Kimono
Ice Hakama
Ice Sandals
Red Hat
Red Gloves
Red Cloth
Red Culotte
Red Shoes
White Hat
White Gloves
White Cloth
White Culotte
White Shoes
Hope Helm
Hope Gauntlet
Hope Chainmail
Hope Leggings
Hope Greaves
Crimson Helm
Crimson Gauntlet
Crimson Chainmail
Crimson Leggings
Crimson Greaves
Cerberus Helm
Cerberus Gauntlet
Cerberus Chainmail
Cerberus Leggings
Cerberus Greaves
Hydra Helm
Hydra Gauntlets
Hydra Chainmail
Hydra Leggings
Hydra Greaves
Rising Helm
Rising Gauntlet
Rising Chainmail
Rising Leggings
Rising Greaves
Demon Helm
Demon Gauntlet
Demon Chainmail
Demon Leggings
Demon Greaves
Coronation Helm
Coronation Gauntlet
Coronation Chainmail
Coronation Leggings
Coronation Greaves
Cross Helm
Cross Gauntlet
Cross Chainmail
Cross Leggings
Cross Greaves
Viper Hat
Viper Bracer
Viper Jerkin
Viper Trousers
Viper Sabatons
Wolf Hat
Wolf Bracer
Wolf Jerkin
Wolf Trousers
Wolf Sabatons
Fairy Hat
Fairy Bracer
Fairy Jerkin
Fairy Trousers
Fairy Sabatons
Mistral Hat
Mistral Bracer
Mistral Jerkin
Mistral Trousers
Mistral Sabatons
Requiem Hat
Requiem Bracer
Requiem Jerkin
Requiem Trousers
Requiem Sabatons
War Helmet
War Bracers
War Jerkin
War Trousers
War Sabatons
Darkness Hat
Darkness Bracer
Darkness Jerkin
Darkness Trousers
Darkness Sabatons
Silent Hat
Silent Jerkin
Silent Bracer
Silent Trousers
Silent Sabatons
Blaze Cowl
Blaze Armlet
Blaze Cloth
Blaze Breeches
Blaze Shoes
Ortho cowl
Ortho Armlet
Ortho Cloth
Ortho Breeches
Ortho Shoes
Crimson Cowl
Crimson Armlet
Crimson Cloth
Crimson Breeches
Crimson Shoes
White Flame Cowl
White Flame Armlet
White Flame Cloth
White Flame Pants
White Flame Shoes
Minstrel Cowl
Minstrel Armlet
Minstrel Cloth
Minstrel Breeches
Minstrel Shoes
Sparrow Cowl
Sparrow Armlet
Sparrow Cloth
Sparrow Pants
Sparrow Shoes
Fire Fox Cowl
Fire Fox Armlet
Fire Fox Cloth
Fire Fox Breeches
Fire Fox Shoes
Wicked Cowl
Wicked Armlet
Wicked Cloth
Wicked Breeches
Wicked Shoes
Exorcism Evil Cowl
Exorcism Evil Armlet
Exorcism Evil Cloth
Exorcism Evil Pants
Exorcism Evil Shoes
Repulse Soul Cowl
Repulse Soul Armlet
Repulse Soul Cloth
Repulse Soul Pants
Repulse Soul Shoes
Evil Cowl
Evil Armlet
Evil Cloth
Evil Breeches
Evil Shoes
Darkness Cowl
Darkness Armlet
Darkness Cloth
Darkness Breeches
Darkness Shoes
Hell Cowl
Hell Armlet
Hell Cloth
Hell Breeches
Hell Shoes
Nio Cowl
Nio Armlet
Nio Cloth
Nio Breeches
Nio Shoes
Realms Cowl
Realms Armlet
Realms Cloth
Realms Breeches
Realms Shoes
Curse Cowl
Curse Armlet
Curse Cloth
Curse Breeches
Curse Shoes
Salamander Hat
Salamander Gloves
Salamander Cloth
Salamander Leggings
Salamander Shoes
Forest Soul Hat
Forest Soul Gloves
Forest Soul Cloth
Forest Soul Leggings
Forest Soul Shoes
Dark Tiger Hat
Dark Tiger Gloves
Dark Tiger Cloth
Dark Tiger Leggings
Dark Tiger Shoes
Erosion Dream Hat
Erosion Dream Gloves
Erosion Dream Cloth
Erosion Dream Leggings
Erosion Dream Shoes
Moist Rainbow Hat
Moist Rainbow Gloves
Moist Rainbow Cloth
Moist Rainbow pants
Moist Rainbow Boots
Ganesha Hat
Ganesha Gloves
Ganesha Cloth
Ganesha Leggings
Ganesha Shoes
Sylph Hat
Sylph Gloves
Sylph Cloth
Sylph Leggings
Sylph Shoes
Forest Green Hat
Forest Green Gloves
Forest Green Cloth
Forest Green Leggings
Forest Green Shoes
Shaman Hat
Shaman Gloves
Shaman Cloth
Shaman Leggings
Shaman Shoes
Heart Hat
Heart Gloves
Heart Cloth
Heart Leggings
Heart Shoes
Salve Hat
Salve Gloves
Salve Cloth
Salve Leggings
Salve Shoes
Solace Hat
Solace Gloves
Solace Cloth
Solace Leggings
Solace Shoes
Medium Hat
Medium Gloves
Medium Cloth
Medium Leggings
Medium Shoes
Haunt Hat
Haunt Gloves
Haunt Cloth
Haunt Leggings
Haunt Shoes
Cross Star Hat
Cross Star Gloves
Cross Star Cloth
Cross Star Leggings
Cross Star Shoes
Diversion Soul Hat
Diversion Soul Gloves
Diversion Soul Cloth
Diversion Soul Leggings
Diversion Soul Shoes
Sapphire Beret
Sapphire Gloves
Sapphire Doublet
Sapphire Trousers
Sapphire Boots
Amethyst Beret
Amethyst Gloves
Amethyst Doublet
Amethyst Trousers
Amethyst Boots
Lazulite Beret
Lazulite Gloves
Lazulite Doublet
Lazulite Trousers
Lazulite Boots
Alchemy Beret
Alchemy Gloves
Alchemy Doublet
Alchemy Trousers
Alchemy Boots
Meldy Beret
Meldy Gloves
Meldy Doublet
Meldy Beret
Meldy Boots
Ruby Beret
Ruby Gloves
Ruby Doublet
Ruby Trousers
Ruby Boots
Electra Beret
Electra Gloves
Electra Doublet
Electra Trousers
Electra Boots
Odyssey Beret
Odyssey Gloves
Odyssey Doublet
Odyssey Trousers
Odyssey Boots
Tiger Beret
Tiger Gloves
Tiger Doublet
Tiger Trousers
Tiger Boots
Salamander Beret
Salamander Gloves
Salamander Doublet
Salamander Trousers
Salamander Boots
Mechanic Beret
Mechanic Gloves
Mechanic Doublet
Mechanic Trousers
Mechanic Boots
Lion Beret
Lion Gloves
Lion Doublet
Lion Trousers
Lion Boots
Trauma Beret
Trauma Gloves
Trauma Doublet
Trauma Trousers
Trauma Boots
Paunchy Beret
Paunchy Gloves
Paunchy Doublet
Paunchy Trousers
Paunchy Boots
Thyranno Beret
Thyranno Gloves
Thyranno Doublet
Thyranno Trousers
Thyranno Boots
Gimmick Beret
Gimmick Gloves
Gimmick Doublet
Gimmick Trousers
Gimmick Boots
Bronze Order
Wood Grail
Iron High Cross
Bronze Grail
Silver High Cross
Silver Grail
Crystal Cross
Wooden Maria Effigy
Cross Annulet
Wooden Maria Effigy
Silver Maria
Gold Maria
Golden Cross Annulet
Golden Holy Glass
Yellow Crystal Cross
Saint Cross Armlet
Blue Rucksack
Wooden Mirror
Red Rucksack
Iron Mirror
Green Rucksack
Gold Mirror
Bronze Necklace
Bronze Bracelet
Silver Necklace
Silver Bracelet
Golden Necklace
Platinum Necklace
Black Parcel
Platinum Mirror
Lazulite Pin
Coral Tie Pin
Jade Amulet
Ba Gua Mirror
Platinum Amulet
Copper Ba Gua Mirror
Grand Mother's Amulet
Iron Ba Gua Mirror
Water ClarifiCation Jar
Compass
Copper Water Clarification Jar
Copper Holy Bell
Ruby Amulet
Silver Ba Gua Mirror
Porcelain Water Clarification
luzulite Water Purification Jar
Silver Compass
Silver Holy Bell
Small Drum
Iron Thread Necklace
Silver Decorated Drum
Silver Thread Necklace
Golden Small Drum
Gold Thread Necklace
Clogs
Garlic Necklace
Black Wood Beads
Peach Tree Twig
Coral Beads
Sapphire Beads
Devil Small Drum
White Thread Necklace
Onion Necklace
Mysterious Twig
Bull Horn Amulet
Immature Mind
Sheep Horn Amulet
Mysterious Mind
Deer Horn Amulet
Deceiving Mind
Fish Tooth Necklace
Confused Eye
Panther Fang Necklace
New Moon Ring
Lion Fang Necklace
Tiger Fang Necklace
Elephant Necklace
Water God Mind
Enchanted Eye
Dark Moon Ring
Life and Death Annulet
Pearl Necklace
Reincarnation Annulet
Crystal Necklace
Power Annulet
Onyx Necklace
White Stone Charm
Maple Torso Charm
Cat's Eye Torso Charm
Earth Mind
UnscarRed Annulet
Phoenix Necklace
Yellow Jewel Pendant
Blue Jewel Pendant
Green Leaf Pin
Ocean Mind
Ebony Wrist
Medical Stick
Silver Core
Silver Stick
Gold Core
Gold Stick
Glass
Holy Candle
Gold Glass
Silver Spoon
Jade Annulet
Gold Jar
Deep Blue Jar
Mysterious Wand
Mysterious Fire
Gold Soon
Cotton Needle
Cotton List
Leather Needle
Leather List
Silver Needle
Silver List
Iron Bracelet
silver Moon Pin
Silver Bracelet
Silver Hammer
Gold Bracelet
Wondrous Bracelet
Golden Needle
Golden Finger Pad
Golden Hammer
Golden Moon Pin
Mr. No Way
Rice Cake Scent Pouch
Dragon Amulet
Rice Cake Necklace
Money Inviting Coffin
Handy Hell Notebook
Mini Judge Brush
Bull Horn Scent Pouch
Horse Mask Scent Bag
Ward Off Evil Strap
Vampire Strap
Jiang Shi Strap
Mummy strap
Heart Hair clip
Rose Bouquet
Ghost Chocolate Stick
Mysterious Necklace
Weird Mooncake Strap
Jack-O-Lantern
Pumpkin Strap
Angel Wing
Devil Wing
Butterfly Bag
Dragonfly Bag
Jiang Skin Pouch
Camouflage Bow Bag
Coal Briquette Bag
Good Luck Pouch
Asteroid
Moon Fang Bag
Steam Bag
Gear Bag
Gold Horn
Mery Horn
Unicorn Bottle
White Fire Fly Feather
Silver Box
Treasure Blood Weapon Box
MermAida Bag
Water Dragon Bag
Mandragora Bag
Vampire Plant Bag
Fallen Angel Bag
Mysterious Cocoon
Vast Peace Fan
Infinite Fan
Ice Fly Pouch
Fire Fox Wallet
Purple Gold Calabash
God Calabash
Clean Creek
Pine Leaf
Five Bug Urn
monster box
Pentacle Box
Earth Corners Box
Salamander Bag
Lom's Bag
Undine's Bag
Sylph Bag
Fire Mouse Sack
Iron Bull Ogre Sack
Miracle Herb Box
Oak Physician Box
Flower Physician Bag
Sweet Water Pouch
Seasons Box
Flower Fairy Box
Fire Stone Board
Millennium Tool Box
Wrapped Box
Gold Thread Bookcase
Hundred Knead Silver Furnace
Wicked Alchemy
Black Iron Tool Box
Brass Toolbox
Bird Star Iron Pot
Ocean Cowl
Fire Wind Box
Joy of Wind Box
Heater Shield
Twilight Shield
Bloody Shield
General Shield
Thunder Shield
Wind Round Shield
Curse Soul Shield
Black Cross Shield
Trap Soul Shield
Five Star Round Shield
Jewel Shield
Lazulite Shield
Fire Dragon Shield
Ghost Iron Shield
Miracle Dust Shield
Head: Doesn't Hurt
Hand: Doesn't Hurt
Torso: Doesn't Hurt
Upper Legs: Not Hurt
Legs: Not Hurt
Head Gear: Gear Board
Hand Gear: Gear Board
Upper Cloth: Gear Board
Bottom Cloth: Gear Board
Shoes: Gear Board
Shield: Gear Board
Bag: Gear Board
Accessory: Gear Board
Kung Fu Hat
Kung Fu Gloves
Kung Fu Jacket
Kung Fu Pants
Kung Fu Shoes
Small Rucksack
Rope Armlet
Rope Collar
Gold Chain
Lance Amulet
Rucksack
Magical Tree Shield
Hunter Beret
Hunter Gloves
Hunter Doublet
Hunter Trousers
Hunter Boots
Straw Bracelet
Straw Necklace
Jade Chain
Bamboo Amulet
Practical Bag
Willow Shield
Traveler Gloves
Traveler Leggings
Traveler Shoes
Traveler Hat
Traveler Cloth
Battle Helm
Battle Bracer
Battle Jerkin
Battle Trousers
Battle Sabatons
Ocean Cowl
Ocean Armlet
Ocean Cloth
Ocean Breeches
Ocean Shoes
Guardian Hat
Guardian Gloves
Guardian Cloth
Guardian Leggings
Guardian Shoes
Leather Beret
Leather Gloves
Leather Doublet
Leather Trousers
Leather Boots
Wooden Cross
Bronze Chain
Wooden Holy Effigy
Silk Bracelet
Wooden Annulet
Yellow Crystal Sphere
Wooden Belt
Bronze Ring
Leather Rucksack
Ying Yang Bandana
Bamboo Basket
Tool Rucksack
Green Shield
Iron Gauntlet
Iron Leggings
Iron Greaves
Ortho Black Armlet
Ortho Black Pants
Ortho Black Shoes
Bat Gloves
Bat Leggings
Bat Shoes
Walker Gloves
Walker Trousers
Walker Boots
Leather Helm
Leather Gloves
Leather Jerkin
Leather Trousers
Leather Boots
Demon Gate Cowl
Demon Gate Armlet
Demon Gate Cloth
Demon Gate Breeches
Demon Gate Shoes
Element Hat
Element Gloves
Element Cloth
Element Leggings
Element Shoes
Work-Man Beret
Work-Man Gloves
Work-Man Doublet
Work-Man Trousers
Work-Man Boots
Bronze Cross
Silver Chain
Copper Holy Effigy
Spelled Armlet
Copper Annulet
Purple Crystal Amulet
Bronze Belt
Silver Ring
Barbarian Shield
Iron Helm
Iron Chainmail
Ortho Black Cowl
Ortho Black Cloth
Bat Hat
